"usuario"|"tweet"|"id"|"localização"|"hashtags"|"data/hora"
"line_fdl"|"923705256340361216"|"Tô tão pensativa ultimamente, nn tô me sentindo bem 😏"|"Rio de Janeiro, Brasil"|""|"2017-10-27 00:17:49"
"line_fdl"|"923652348102266880"|"Guilherme só aparece aqui em casa p fazer barba e sobrancelha, incrível q primo uor kk"|"Rio de Janeiro, Brasil"|""|"2017-10-26 20:47:35"
"line_fdl"|"923485742919225344"|"Amo cheiro de café pela manhã.. ☕💛"|"Rio de Janeiro, Brasil"|""|"2017-10-26 09:45:33"
"line_fdl"|"923359755460136960"|"Tô meio aérea"|"Rio de Janeiro, Brasil"|""|"2017-10-26 01:24:55"
"line_fdl"|"923352564569133057"|"Tô mega cansada nn sei que cançaso é esse, só quero minha cama.."|"Rio de Janeiro, Brasil"|""|"2017-10-26 00:56:21"
"line_fdl"|"922998858388348928"|"Mal comecei a ler o livro ""O que realmente importa?"" e já estou amando 💛👌"|"Rio de Janeiro, Brasil"|""|"2017-10-25 01:30:50"
"line_fdl"|"922987486640594944"|"Joana fez eu me arrumar atoa affff cr"|"Rio de Janeiro, Brasil"|""|"2017-10-25 00:45:39"
"line_fdl"|"922942627686830092"|"Hoje ainda é terça mas já tô pensando lá na sextaa, preciso desenrolar um role.."|"Rio de Janeiro, Brasil"|""|"2017-10-24 21:47:24"
"line_fdl"|"922898088154615808"|"Detesto ser mt perfeccionista.."|"Rio de Janeiro, Brasil"|""|"2017-10-24 18:50:25"
"line_fdl"|"922889141909688321"|"Tpm é uma coisa mt bosta mxm, faz meu humor mudar td hr"|"Rio de Janeiro, Brasil"|""|"2017-10-24 18:14:52"
"line_fdl"|"922752732511064066"|"Que preguiça de levantar da cama com esse tempinho aaaai"|"Rio de Janeiro, Brasil"|""|"2017-10-24 09:12:50"
"line_fdl"|"922612199708913666"|"Tô com uma vontade louca de comer tapioca com leite condensado, hmmmm.."|"Rio de Janeiro, Brasil"|""|"2017-10-23 23:54:24"
"line_fdl"|"922567112509374465"|"Comprei meu brinquedinho novo nn vejo a hr de fazer usar, fazer uns cortes amanhã 💈💛"|"Rio de Janeiro, Brasil"|""|"2017-10-23 20:55:14"
"line_fdl"|"922493586398203904"|"AAAAAAAAAAAAAAAAAAAAAAAAAAAAA 😀"|"Rio de Janeiro, Brasil"|""|"2017-10-23 16:03:04"
"line_fdl"|"922474518110666752"|"Minhas conversas com Anderson é só textão misericórdia nn sei como ele me aguenta KK"|"Rio de Janeiro, Brasil"|""|"2017-10-23 14:47:18"
"line_fdl"|"922273518829604865"|"Povo sempre acha que eu tô doidona nos role por nn parar de dança um min, mas nem gosto d bbr"|"Rio de Janeiro, Brasil"|""|"2017-10-23 01:28:36"
"line_fdl"|"922256788661161989"|"Eu e Jô parámos a Festa do Cleyton literalmente 😂👌"|"Rio de Janeiro, Brasil"|""|"2017-10-23 00:22:07"
"line_fdl"|"922112645108523008"|"Sdds sair p sambar, tô precisando.."|"Rio de Janeiro, Brasil"|""|"2017-10-22 14:49:21"
"line_fdl"|"921908959769956352"|"Me encontrei com o Jonathan quando estava vindo p casa ta tão difefente nossa, mó sdds"|"Rio de Janeiro, Brasil"|""|"2017-10-22 01:19:58"
"line_fdl"|"921906255874183172"|"Cheguei em casa agr rolando mó churrascada aqui, gst disso hmmm.."|"Rio de Janeiro, Brasil"|""|"2017-10-22 01:09:14"
"line_fdl"|"921781827668455425"|"Que coincidência tô até assustada"|"Rio de Janeiro, Brasil"|""|"2017-10-21 16:54:48"
"line_fdl"|"921723621663485952"|"Brenna tá um amrzin cmg nem tô entendendo me chamando p almoça lá querendo me da comida na boca, deve ter acordado com a bunda virada p lua"|"Rio de Janeiro, Brasil"|""|"2017-10-21 13:03:30"
"line_fdl"|"921585481468563456"|"Anderson é de outro mundo real que pessoa maravilhosa cr"|"Rio de Janeiro, Brasil"|""|"2017-10-21 03:54:35"
"line_fdl"|"921517734357323776"|"Tô tão sem paciência sem.or"|"Rio de Janeiro, Brasil"|""|"2017-10-20 23:25:23"
"line_fdl"|"921447633004191744"|"Jô ta de mais hj, saiu colocando meu nome na lista do evento e fl que eu vou e ponto scrr KKKK"|"Rio de Janeiro, Brasil"|""|"2017-10-20 18:46:50"
"line_fdl"|"921401984468516865"|"Laris e eu somos tão melosas uma com a outra amo isso, rs 👭💛"|"Rio de Janeiro, Brasil"|""|"2017-10-20 15:45:26"
"line_fdl"|"921195052877086721"|"P/ um bom entendedor meia palavra basta 👌"|"Rio de Janeiro, Brasil"|""|"2017-10-20 02:03:10"
"line_fdl"|"921189778825121793"|"Acho que vou viajar amanhã, queria mt levar alguém cmg.."|"Rio de Janeiro, Brasil"|""|"2017-10-20 01:42:12"
"line_fdl"|"921143138126893056"|"Até gosto de calor mas tá de mais mds scrr"|"Rio de Janeiro, Brasil"|""|"2017-10-19 22:36:52"
"line_fdl"|"920779867754565633"|"Tô com uma dorzinha d cabeça q ta me dx enjoada, só queria um cafuné"|"Rio de Janeiro, Brasil"|""|"2017-10-18 22:33:22"
"line_fdl"|"920771605084721153"|"Estava mó de boa e do nada desboei.. 😏"|"Rio de Janeiro, Brasil"|""|"2017-10-18 22:00:32"
"line_fdl"|"920758493547724802"|"Fico puta quando tô ouvindo msc no rádio e começa a da voz do brasil afffffff, desnecessário"|"Rio de Janeiro, Brasil"|""|"2017-10-18 21:08:26"
"line_fdl"|"920709812786204674"|"Pensando seriamente em viajar dnv sexta.."|"Rio de Janeiro, Brasil"|""|"2017-10-18 17:54:59"
"line_fdl"|"920676770839441409"|"Tô ajudando o Th a fazer surpresa p Jô hj é mês versario d namoro deles, chatos que eu amo mt 😍💛"|"Rio de Janeiro, Brasil"|""|"2017-10-18 15:43:42"
"line_fdl"|"920628363324264448"|"Meus pais dixem q minha cachorra é igualzinha a mim é mole KK"|"Rio de Janeiro, Brasil"|""|"2017-10-18 12:31:20"
"line_fdl"|"920452856322449411"|"Perco a fome quando tô preocupada que saco,"|"Rio de Janeiro, Brasil"|""|"2017-10-18 00:53:56"
"line_fdl"|"920063173088219136"|"A sensação de não ter com quem conta é horrível"|"Rio de Janeiro, Brasil"|""|"2017-10-16 23:05:29"
"brunaarvi"|"923704374810984449"|"uso máscara de argila na cara e fico me sentindo MUITO IDIOTA 😂"|"Rio de Janeiro, Brasil"|""|"2017-10-27 00:14:19"
"brunaarvi"|"923655371037782017"|"ansiosa pelo dia em que vou dizer ""é, suas ótimas escolhas te fizeram ser o merda que você é hoje, eu avisei"""|"Rio de Janeiro, Brasil"|""|"2017-10-26 20:59:35"
"brunaarvi"|"923620820211195911"|"dor de cabeça é meu 2º nome hoje"|"Rio de Janeiro, Brasil"|""|"2017-10-26 18:42:18"
"brunaarvi"|"923317151917924358"|"sonhando com sábado 🆘 q ansiedade"|"Rio de Janeiro, Brasil"|""|"2017-10-25 22:35:38"
"brunaarvi"|"923234210101555200"|"meu sonho de princesa um maine coon pra chamar de meu, pena q tão caro"|"Rio de Janeiro, Brasil"|""|"2017-10-25 17:06:03"
"brunaarvi"|"923233724715675648"|"meu nome nos contatos da minha prima é ""nikiti ❤️"" kkkkkkkkkk ela né escrota não ela"|"Rio de Janeiro, Brasil"|""|"2017-10-25 17:04:07"
"brunaarvi"|"923133604389105664"|"preguiça máxima de encarar a vida uma hora dessas"|"Rio de Janeiro, Brasil"|""|"2017-10-25 10:26:16"
"brunaarvi"|"922828077729767424"|"mas enfim eu to amando minha vida e nadinha me tira esse sentimento gostoso de satisfação 💛"|"Rio de Janeiro, Brasil"|""|"2017-10-24 14:12:13"
"brunaarvi"|"922824684193927168"|"ajudo geral nessa porra mas não vem querer tirar com minha cara pq eu viro o cão na mesma hora"|"Rio de Janeiro, Brasil"|""|"2017-10-24 13:58:44"
"brunaarvi"|"922824409685127169"|"0 paciência pra burra velha que se faz de vítima, adora cena e até chora. Nem tenta cmg, filha! Qnd eu tô na razão então... fodeu"|"Rio de Janeiro, Brasil"|""|"2017-10-24 13:57:39"
"brunaarvi"|"922744124113072128"|"acordar cedo nesse frio é maior sacanagem"|"Rio de Janeiro, Brasil"|""|"2017-10-24 08:38:37"
"brunaarvi"|"922592170112176130"|"preciso: me exercitar  estudar beber mais água  sair menos  juntar dinheiro   consigo? muito difícil, acho que não"|"Rio de Janeiro, Brasil"|""|"2017-10-23 22:34:48"
"brunaarvi"|"922591838686588934"|"quando coisas boas acontecem td muda muito... até o jeito de lidar com coisas ruins é diferente"|"Rio de Janeiro, Brasil"|""|"2017-10-23 22:33:29"
"brunaarvi"|"922505647907835908"|"e o que essa boquinha linda faz, hein?   almoça come sorvete e várias besteiras"|"Rio de Janeiro, Brasil"|""|"2017-10-23 16:51:00"
"brunaarvi"|"922457192451723264"|"fim de semana best form como disse minha amiga camilão   coisar e ser feliz"|"Rio de Janeiro, Brasil"|""|"2017-10-23 13:38:27"
"brunaarvi"|"922408419964923904"|"e quando você acorda td dolorida? ai q saco"|"Rio de Janeiro, Brasil"|""|"2017-10-23 10:24:39"
"brunaarvi"|"922267862739406848"|"nunca senti tanto sono como hoje 🆘"|"Rio de Janeiro, Brasil"|""|"2017-10-23 01:06:08"
"brunaarvi"|"922255819831500800"|"cheguei em casa e tava há maior tempão usando o 4G CRENTE que era o wi-fi 🤦🏻‍♀️"|"Rio de Janeiro, Brasil"|""|"2017-10-23 00:18:16"
"brunaarvi"|"922201611287527424"|"gente não usa rsrs pra rir não usa pra deboche rs"|"Rio de Janeiro, Brasil"|""|"2017-10-22 20:42:52"
"brunaarvi"|"922130064313024513"|"HAHAHAHAHAHAHHHAHAHAHAHAHAHAHAHHAHAHA   MANO   q bosta"|"Rio de Janeiro, Brasil"|""|"2017-10-22 15:58:34"
"brunaarvi"|"922100232837632000"|"acordar cedo às vezes é até bom mas dormir até tarde é excepcional PENA QUE EU NÃO CONSIGO"|"Rio de Janeiro, Brasil"|""|"2017-10-22 14:00:01"
"brunaarvi"|"921561385670242305"|"maior vergonha do mundo: mandar msg e ser ignorada"|"Rio de Janeiro, Brasil"|""|"2017-10-21 02:18:50"
"brunaarvi"|"921509139695702017"|"não vou sextar   triste e com tesao"|"Rio de Janeiro, Brasil"|""|"2017-10-20 22:51:14"
"brunaarvi"|"921500233674174465"|"queria sextar enchendo a cara ou vendo filme agarradinha... muito 8 ou 80 mesmo"|"Rio de Janeiro, Brasil"|""|"2017-10-20 22:15:51"
"brunaarvi"|"921498638316122113"|"eu só queria brotar na base e fazer sacanagem"|"Rio de Janeiro, Brasil"|""|"2017-10-20 22:09:30"
"brunaarvi"|"921416206724337664"|"torta salgada é horrível"|"Rio de Janeiro, Brasil"|""|"2017-10-20 16:41:57"
"brunaarvi"|"921390033961091072"|"várias hamburguerias tops no centro do rj... apenas quero ir em todas 🆘"|"Rio de Janeiro, Brasil"|""|"2017-10-20 14:57:57"
"brunaarvi"|"921168189832269824"|"❤️🖤"|"Rio de Janeiro, Brasil"|""|"2017-10-20 00:16:25"
"brunaarvi"|"921060484928942081"|"eu tinha q ir ao banco mas tô com tanta preguiça, meu Deus... 😩"|"Rio de Janeiro, Brasil"|""|"2017-10-19 17:08:26"
"brunaarvi"|"920844454986207233"|"é pedir demais querer ficar de conchinha assistindo netflix e dando uns bj... parece q sim"|"Rio de Janeiro, Brasil"|""|"2017-10-19 02:50:01"
"brunaarvi"|"920812216911368193"|"pipipi popopo não façam isso não gosto af seus chato sei que sei que lá"|"Rio de Janeiro, Brasil"|""|"2017-10-19 00:41:55"
"brunaarvi"|"920811900186832899"|"ao invés de ficar me frustrando e comentando sobre algo q n gostei eu ignoro q é melhor rsrsrs terapêutico"|"Rio de Janeiro, Brasil"|""|"2017-10-19 00:40:39"
"brunaarvi"|"920810601223356416"|"deve ser mo chato viver pra problematizar coisa que não faz diferença na sua vidinha ne 🤷🏻‍♀️porra, deixa a galera fazer o q quiser carai"|"Rio de Janeiro, Brasil"|""|"2017-10-19 00:35:29"
"brunaarvi"|"920447733525250049"|"ola @ será se podemos se amar um cadin será se"|"Rio de Janeiro, Brasil"|""|"2017-10-18 00:33:35"
"brunaarvi"|"920335724116938752"|"descobri q saio cedo do job amanhã e já quero sair pra comer, help"|"Rio de Janeiro, Brasil"|""|"2017-10-17 17:08:30"
"brunaarvi"|"920039751348039680"|"é cuzao mas tão lindo o rosto 🤷🏻‍♀️"|"Rio de Janeiro, Brasil"|""|"2017-10-16 21:32:24"
"FabricioGemada"|"923703822802759681"|"Acabei de vim da igreja estou me sentindo abençoado 😍💘"|"Rio de Janeiro, Brasil"|""|"2017-10-27 00:12:07"
"FabricioGemada"|"923570414672064513"|"Que Papai Do Céu Abençoe Nos Hoje, Amanhã e Sempre.. Sigo minha luta 😉✌"|"Rio de Janeiro, Brasil"|""|"2017-10-26 15:22:00"
"FabricioGemada"|"923550373960409090"|"Não basta querer, você também precisa lutar, Sonhos só se tornam realidade se você batalhar 👌"|"Rio de Janeiro, Brasil"|""|"2017-10-26 14:02:22"
"FabricioGemada"|"923547553433554944"|"TRIO ELRTRICO MAS QUE COMFIRMADO + 100 CAIXA DE CERVEJA 👐😍 #OSSENNAFANTASYPARTY2 💥"|"Rio de Janeiro, Brasil"|"OSSENNAFANTASYPARTY2,"|"2017-10-26 13:51:10"
"FabricioGemada"|"923545414674145282"|"Nois sofre a covardia mais não comete ela ✌"|"Rio de Janeiro, Brasil"|""|"2017-10-26 13:42:40"
"FabricioGemada"|"923528952567693312"|"ESTAMOS TENTANDO TRAZER O BOM EO MELHOR PRA VOCÊS PÚBLICO LINDO, SEGUE O FLUXO AQUECIMENTO&amp;CARREATA E LOGO ALI! VAI DA MERDA 👌 #OsSenna"|"Rio de Janeiro, Brasil"|"OsSenna,"|"2017-10-26 12:37:15"
"FabricioGemada"|"923511527256281088"|"Bom dia 💕"|"Rio de Janeiro, Brasil"|""|"2017-10-26 11:28:00"
"FabricioGemada"|"923385790146797568"|"Fuii 😪😪"|"Rio de Janeiro, Brasil"|""|"2017-10-26 03:08:22"
"FabricioGemada"|"923373986171498497"|"Deus vai me proporciona essa meta na fé 💘"|"Rio de Janeiro, Brasil"|""|"2017-10-26 02:21:28"
"FabricioGemada"|"923328986087874560"|"Vou toma aquele banho agr 💦👌😈"|"Rio de Janeiro, Brasil"|""|"2017-10-25 23:22:39"
"FabricioGemada"|"923249600261214208"|"Eu quieto eu ganho mas 😉"|"Rio de Janeiro, Brasil"|""|"2017-10-25 18:07:12"
"FabricioGemada"|"923227402943295488"|"Acabei de Almoçar vou parti pros trabalhos novamente"|"Rio de Janeiro, Brasil"|""|"2017-10-25 16:39:00"
"FabricioGemada"|"923219320385175558"|"Horário de almoço 👌😍"|"Rio de Janeiro, Brasil"|""|"2017-10-25 16:06:53"
"FabricioGemada"|"923179760087388161"|"Só merece o meu amor Quem é Mulher de respeito 👌😍"|"Rio de Janeiro, Brasil"|""|"2017-10-25 13:29:41"
"FabricioGemada"|"923179144447438848"|"Convoca geral pra cá que a festa vai ser diferente, Sexo, transa, muita meczada e aquelas coisinhhas mais pra frente 🎶😍 #CONTAGEMREGRESSIVA"|"Rio de Janeiro, Brasil"|"CONTAGEMREGRESSIVA,"|"2017-10-25 13:27:14"
"FabricioGemada"|"923157052352016384"|"To pique social"|"Rio de Janeiro, Brasil"|""|"2017-10-25 11:59:27"
"FabricioGemada"|"923156960375173120"|"Vim bonitinho pro trabalho 👌😍"|"Rio de Janeiro, Brasil"|""|"2017-10-25 11:59:05"
"FabricioGemada"|"923151082091630592"|"Bom diaa"|"Rio de Janeiro, Brasil"|""|"2017-10-25 11:35:43"
"FabricioGemada"|"922967618075660288"|"#OSSENNA. #OSSENNA. #OSSENNA. #OSSENNA."|"Rio de Janeiro, Brasil"|"OSSENNA,OSSENNA,OSSENNA,OSSENNA,"|"2017-10-24 23:26:42"
"FabricioGemada"|"922958501185437696"|"Vai rola o churrasco dos Crias"|"Rio de Janeiro, Brasil"|""|"2017-10-24 22:50:29"
"FabricioGemada"|"922928092821315585"|"Sai do trampo to  chegando em casa jaa"|"Rio de Janeiro, Brasil"|""|"2017-10-24 20:49:39"
"FabricioGemada"|"922921346778013697"|"Ja tem 22 meninas na lista pra subir no Trio dos Senna 😗😍"|"Rio de Janeiro, Brasil"|""|"2017-10-24 20:22:50"
"FabricioGemada"|"922885245006962691"|"Aquele 1% é vagabundo Safado e elas gostam 😈🎶"|"Rio de Janeiro, Brasil"|""|"2017-10-24 17:59:23"
"FabricioGemada"|"922865709314662400"|"Alguma menina que Subir no trio dos Senna dia 5 ? Mas informações me chama rs"|"Rio de Janeiro, Brasil"|""|"2017-10-24 16:41:45"
"FabricioGemada"|"922854451634941953"|"Vou fazer umas listas das mina que vai subir no trio dos senna"|"Rio de Janeiro, Brasil"|""|"2017-10-24 15:57:01"
"FabricioGemada"|"922849242145796097"|"Lembrando que na Carreata só Sobe Mulheres e só as Selecionadas 👌🍻 #OSSENNA. #DIA5 . #OSSENNA."|"Rio de Janeiro, Brasil"|"OSSENNA,DIA5,OSSENNA,"|"2017-10-24 15:36:19"
"FabricioGemada"|"922804675275116546"|"Meu aniversário em fevereiro a tropa vai parti pra Arraial só selecionado 😉😍"|"Rio de Janeiro, Brasil"|""|"2017-10-24 12:39:14"
"FabricioGemada"|"922777616909852673"|"Bom dia 💕"|"Rio de Janeiro, Brasil"|""|"2017-10-24 10:51:42"
"FabricioGemada"|"922658946195783680"|"Vou da uma dormida amanhã é dia de trampo 😪"|"Rio de Janeiro, Brasil"|""|"2017-10-24 03:00:09"
"FabricioGemada"|"922648548373598214"|"To assistindo uma Netflix comendo pipoca só faltou a Companhia 🙄"|"Rio de Janeiro, Brasil"|""|"2017-10-24 02:18:50"
"FabricioGemada"|"922638596234006528"|"To fora dessas mandadas 😡"|"Rio de Janeiro, Brasil"|""|"2017-10-24 01:39:17"
