id|txt|val|int|cit|data|dia
line_fdl|Tô tão pensativa ultimamente, nn tô me sentindo bem :smirking_face:|3|3|Rio de Janeiro, Brasil|10/27/2017 0:17:49|6
line_fdl|Guilherme só aparece aqui em casa p fazer barba e sobrancelha, incrível q primo uor kk|5|4|Rio de Janeiro, Brasil|10/26/2017 20:47:35|5
line_fdl|Amo cheiro de café pela manhã.. :hot_beverage::yellow_heart:|5|4|Rio de Janeiro, Brasil|10/26/2017 9:45:33|5
line_fdl|Tô meio aérea|4|2|Rio de Janeiro, Brasil|10/26/2017 1:24:55|5
line_fdl|Tô mega cansada nn sei que cançaso é esse, só quero minha cama..|2|4|Rio de Janeiro, Brasil|10/26/2017 0:56:21|5
line_fdl|Mal comecei a ler o livro "O que realmente importa?" e já estou amando :yellow_heart::OK_hand:|6|5|Rio de Janeiro, Brasil|10/25/2017 1:30:50|4
line_fdl|Joana fez eu me arrumar atoa affff cr|3|5|Rio de Janeiro, Brasil|10/25/2017 0:45:39|4
line_fdl|Hoje ainda é terça mas já tô pensando lá na sextaa, preciso desenrolar um role..|4|2|Rio de Janeiro, Brasil|10/24/2017 21:47:24|3
line_fdl|Detesto ser mt perfeccionista..|2|4|Rio de Janeiro, Brasil|10/24/2017 18:50:25|3
line_fdl|Tpm é uma coisa mt bosta mxm, faz meu humor mudar td hr|2|5|Rio de Janeiro, Brasil|10/24/2017 18:14:52|3
line_fdl|Que preguiça de levantar da cama com esse tempinho aaaai|2|5|Rio de Janeiro, Brasil|10/24/2017 9:12:50|3
line_fdl|Tô com uma vontade louca de comer tapioca com leite condensado, hmmmm..|5|3|Rio de Janeiro, Brasil|10/23/2017 23:54:24|2
line_fdl|Comprei meu brinquedinho novo nn vejo a hr de fazer usar, fazer uns cortes amanhã :barber_pole::yellow_heart:|6|4|Rio de Janeiro, Brasil|10/23/2017 20:55:14|2
line_fdl|AAAAAAAAAAAAAAAAAAAAAAAAAAAAA :grinning_face:|5|6|Rio de Janeiro, Brasil|10/23/2017 16:03:04|2
line_fdl|Minhas conversas com Anderson é só textão misericórdia nn sei como ele me aguenta KK|5|3|Rio de Janeiro, Brasil|10/23/2017 14:47:18|2
line_fdl|Povo sempre acha que eu tô doidona nos role por nn parar de dança um min, mas nem gosto d bbr|4|2|Rio de Janeiro, Brasil|10/23/2017 1:28:36|2
line_fdl|Eu e Jô parámos a Festa do Cleyton literalmente :face_with_tears_of_joy::OK_hand:|4|3|Rio de Janeiro, Brasil|10/23/2017 0:22:07|2
line_fdl|Sdds sair p sambar, tô precisando..|2|3|Rio de Janeiro, Brasil|10/22/2017 14:49:21|1
line_fdl|Me encontrei com o Jonathan quando estava vindo p casa ta tão difefente nossa, mó sdds|5|2|Rio de Janeiro, Brasil|10/22/2017 1:19:58|1
line_fdl|Cheguei em casa agr rolando mó churrascada aqui, gst disso hmmm..|6|3|Rio de Janeiro, Brasil|10/22/2017 1:09:14|1
line_fdl|Que coincidência tô até assustada|4|4|Rio de Janeiro, Brasil|10/21/2017 16:54:48|7
line_fdl|Brenna tá um amrzin cmg nem tô entendendo me chamando p almoça lá querendo me da comida na boca, deve ter acordado com a bunda virada p lua|5|3|Rio de Janeiro, Brasil|10/21/2017 13:03:30|7
line_fdl|Anderson é de outro mundo real que pessoa maravilhosa cr|6|3|Rio de Janeiro, Brasil|10/21/2017 3:54:35|7
line_fdl|Tô tão sem paciência sem.or|3|5|Rio de Janeiro, Brasil|10/20/2017 23:25:23|6
line_fdl|Jô ta de mais hj, saiu colocando meu nome na lista do evento e fl que eu vou e ponto scrr KKKK|5|5|Rio de Janeiro, Brasil|10/20/2017 18:46:50|6
line_fdl|Laris e eu somos tão melosas uma com a outra amo isso, rs :two_women_holding_hands::yellow_heart:|6|4|Rio de Janeiro, Brasil|10/20/2017 15:45:26|6
line_fdl|P/ um bom entendedor meia palavra basta :OK_hand:|4|3|Rio de Janeiro, Brasil|10/20/2017 2:03:10|6
line_fdl|Acho que vou viajar amanhã, queria mt levar alguém cmg..|5|2|Rio de Janeiro, Brasil|10/20/2017 1:42:12|6
line_fdl|Até gosto de calor mas tá de mais mds scrr|3|4|Rio de Janeiro, Brasil|10/19/2017 22:36:52|5
line_fdl|Tô com uma dorzinha d cabeça q ta me dx enjoada, só queria um cafuné|3|4|Rio de Janeiro, Brasil|10/18/2017 22:33:22|4
line_fdl|Estava mó de boa e do nada desboei.. :smirking_face:|5|3|Rio de Janeiro, Brasil|10/18/2017 22:00:32|4
line_fdl|Fico puta quando tô ouvindo msc no rádio e começa a da voz do brasil afffffff, desnecessário|3|5|Rio de Janeiro, Brasil|10/18/2017 21:08:26|4
line_fdl|Pensando seriamente em viajar dnv sexta..|5|3|Rio de Janeiro, Brasil|10/18/2017 17:54:59|4
line_fdl|Tô ajudando o Th a fazer surpresa p Jô hj é mês versario d namoro deles, chatos que eu amo mt :smiling_face_with_heart-eyes::yellow_heart:|5|5|Rio de Janeiro, Brasil|10/18/2017 15:43:42|4
line_fdl|Meus pais dixem q minha cachorra é igualzinha a mim é mole KK|6|4|Rio de Janeiro, Brasil|10/18/2017 12:31:20|4
line_fdl|Perco a fome quando tô preocupada que saco,|3|5|Rio de Janeiro, Brasil|10/18/2017 0:53:56|4
line_fdl|A sensação de não ter com quem conta é horrível|1|6|Rio de Janeiro, Brasil|10/16/2017 23:05:29|2
brunaarvi|uso máscara de argila na cara e fico me sentindo MUITO IDIOTA :face_with_tears_of_joy:|5|6|Rio de Janeiro, Brasil|10/27/2017 0:14:19|6
brunaarvi|ansiosa pelo dia em que vou dizer "é, suas ótimas escolhas te fizeram ser o merda que você é hoje, eu avisei"|2|6|Rio de Janeiro, Brasil|10/26/2017 20:59:35|5
brunaarvi|dor de cabeça é meu 2º nome hoje|2|6|Rio de Janeiro, Brasil|10/26/2017 18:42:18|5
brunaarvi|sonhando com sábado :SOS_button: q ansiedade|2|5|Rio de Janeiro, Brasil|10/25/2017 22:35:38|4
brunaarvi|meu sonho de princesa um maine coon pra chamar de meu, pena q tão caro|3|5|Rio de Janeiro, Brasil|10/25/2017 17:06:03|4
brunaarvi|meu nome nos contatos da minha prima é "nikiti :red_heart:️" kkkkkkkkkk ela né escrota não ela|5|5|Rio de Janeiro, Brasil|10/25/2017 17:04:07|4
brunaarvi|preguiça máxima de encarar a vida uma hora dessas|4|7|Rio de Janeiro, Brasil|10/25/2017 10:26:16|4
brunaarvi|mas enfim eu to amando minha vida e nadinha me tira esse sentimento gostoso de satisfação :yellow_heart:|6|6|Rio de Janeiro, Brasil|10/24/2017 14:12:13|3
brunaarvi|ajudo geral nessa porra mas não vem querer tirar com minha cara pq eu viro o cão na mesma hora|3|6|Rio de Janeiro, Brasil|10/24/2017 13:58:44|3
brunaarvi|0 paciência pra burra velha que se faz de vítima, adora cena e até chora. Nem tenta cmg, filha! Qnd eu tô na razão então... fodeu|2|6|Rio de Janeiro, Brasil|10/24/2017 13:57:39|3
brunaarvi|acordar cedo nesse frio é maior sacanagem|3|3|Rio de Janeiro, Brasil|10/24/2017 8:38:37|3
brunaarvi|preciso: me exercitar  estudar beber mais água  sair menos  juntar dinheiro   consigo? muito difícil, acho que não|3|2|Rio de Janeiro, Brasil|10/23/2017 22:34:48|2
brunaarvi|quando coisas boas acontecem td muda muito... até o jeito de lidar com coisas ruins é diferente|4|2|Rio de Janeiro, Brasil|10/23/2017 22:33:29|2
brunaarvi|e o que essa boquinha linda faz, hein?   almoça come sorvete e várias besteiras|5|2|Rio de Janeiro, Brasil|10/23/2017 16:51:00|2
brunaarvi|fim de semana best form como disse minha amiga camilão   coisar e ser feliz|5|3|Rio de Janeiro, Brasil|10/23/2017 13:38:27|2
brunaarvi|e quando você acorda td dolorida? ai q saco|2|4|Rio de Janeiro, Brasil|10/23/2017 10:24:39|2
brunaarvi|nunca senti tanto sono como hoje :SOS_button:|3|6|Rio de Janeiro, Brasil|10/23/2017 1:06:08|2
brunaarvi|cheguei em casa e tava há maior tempão usando o 4G CRENTE que era o wi-fi :person_facepalming::light_skin_tone:‍:female_sign:️|3|5|Rio de Janeiro, Brasil|10/23/2017 0:18:16|2
brunaarvi|gente não usa rsrs pra rir não usa pra deboche rs|5|4|Rio de Janeiro, Brasil|10/22/2017 20:42:52|1
brunaarvi|HAHAHAHAHAHAHHHAHAHAHAHAHAHAHAHHAHAHA   MANO   q bosta|5|7|Rio de Janeiro, Brasil|10/22/2017 15:58:34|1
brunaarvi|acordar cedo às vezes é até bom mas dormir até tarde é excepcional PENA QUE EU NÃO CONSIGO|3|7|Rio de Janeiro, Brasil|10/22/2017 14:00:01|1
brunaarvi|maior vergonha do mundo: mandar msg e ser ignorada|2|6|Rio de Janeiro, Brasil|10/21/2017 2:18:50|7
brunaarvi|não vou sextar   triste e com tesao|2|4|Rio de Janeiro, Brasil|10/20/2017 22:51:14|6
brunaarvi|queria sextar enchendo a cara ou vendo filme agarradinha... muito 8 ou 80 mesmo|4|3|Rio de Janeiro, Brasil|10/20/2017 22:15:51|6
brunaarvi|eu só queria brotar na base e fazer sacanagem|5|5|Rio de Janeiro, Brasil|10/20/2017 22:09:30|6
brunaarvi|torta salgada é horrível|3|5|Rio de Janeiro, Brasil|10/20/2017 16:41:57|6
brunaarvi|várias hamburguerias tops no centro do rj... apenas quero ir em todas :SOS_button:|4|4|Rio de Janeiro, Brasil|10/20/2017 14:57:57|6
brunaarvi|:red_heart:️:black_heart:|5|5|Rio de Janeiro, Brasil|10/20/2017 0:16:25|6
brunaarvi|eu tinha q ir ao banco mas tô com tanta preguiça, meu Deus... :weary_face:|2|5|Rio de Janeiro, Brasil|10/19/2017 17:08:26|5
brunaarvi|é pedir demais querer ficar de conchinha assistindo netflix e dando uns bj... parece q sim|3|5|Rio de Janeiro, Brasil|10/19/2017 2:50:01|5
brunaarvi|pipipi popopo não façam isso não gosto af seus chato sei que sei que lá|2|5|Rio de Janeiro, Brasil|10/19/2017 0:41:55|5
brunaarvi|ao invés de ficar me frustrando e comentando sobre algo q n gostei eu ignoro q é melhor rsrsrs terapêutico|5|4|Rio de Janeiro, Brasil|10/19/2017 0:40:39|5
brunaarvi|deve ser mo chato viver pra problematizar coisa que não faz diferença na sua vidinha ne :person_shrugging::light_skin_tone:‍:female_sign:️porra, deixa a galera fazer o q quiser carai|2|6|Rio de Janeiro, Brasil|10/19/2017 0:35:29|5
brunaarvi|ola @ será se podemos se amar um cadin será se|5|4|Rio de Janeiro, Brasil|10/18/2017 0:33:35|4
brunaarvi|descobri q saio cedo do job amanhã e já quero sair pra comer, help|4|5|Rio de Janeiro, Brasil|10/17/2017 17:08:30|3
brunaarvi|é cuzao mas tão lindo o rosto :person_shrugging::light_skin_tone:‍:female_sign:️|5|4|Rio de Janeiro, Brasil|10/16/2017 21:32:24|2
FabricioGemada|Acabei de vim da igreja estou me sentindo abençoado :smiling_face_with_heart-eyes::heart_with_arrow:|5|4|Rio de Janeiro, Brasil|10/27/2017 0:12:07|6
FabricioGemada|Que Papai Do Céu Abençoe Nos Hoje, Amanhã e Sempre.. Sigo minha luta :winking_face::victory_hand:|5|3|Rio de Janeiro, Brasil|10/26/2017 15:22:00|5
FabricioGemada|Não basta querer, você também precisa lutar, Sonhos só se tornam realidade se você batalhar :OK_hand:|4|2|Rio de Janeiro, Brasil|10/26/2017 14:02:22|5
FabricioGemada|TRIO ELRTRICO MAS QUE COMFIRMADO + 100 CAIXA DE CERVEJA :open_hands::smiling_face_with_heart-eyes: #OSSENNAFANTASYPARTY2 :collision:|6|6|Rio de Janeiro, Brasil|10/26/2017 13:51:10|5
FabricioGemada|Nois sofre a covardia mais não comete ela :victory_hand:|4|2|Rio de Janeiro, Brasil|10/26/2017 13:42:40|5
FabricioGemada|ESTAMOS TENTANDO TRAZER O BOM EO MELHOR PRA VOCÊS PÚBLICO LINDO, SEGUE O FLUXO AQUECIMENTO&amp;CARREATA E LOGO ALI! VAI DA MERDA :OK_hand: #OsSenna|5|4|Rio de Janeiro, Brasil|10/26/2017 12:37:15|5
FabricioGemada|Bom dia :two_hearts:|5|3|Rio de Janeiro, Brasil|10/26/2017 11:28:00|5
FabricioGemada|Fuii :sleepy_face::sleepy_face:|2|4|Rio de Janeiro, Brasil|10/26/2017 3:08:22|5
FabricioGemada|Deus vai me proporciona essa meta na fé :heart_with_arrow:|5|2|Rio de Janeiro, Brasil|10/26/2017 2:21:28|5
FabricioGemada|Vou toma aquele banho agr :sweat_droplets::OK_hand::smiling_face_with_horns:|5|3|Rio de Janeiro, Brasil|10/25/2017 23:22:39|4
FabricioGemada|Eu quieto eu ganho mas :winking_face:|5|2|Rio de Janeiro, Brasil|10/25/2017 18:07:12|4
FabricioGemada|Acabei de Almoçar vou parti pros trabalhos novamente|4|1|Rio de Janeiro, Brasil|10/25/2017 16:39:00|4
FabricioGemada|Horário de almoço :OK_hand::smiling_face_with_heart-eyes:|5|4|Rio de Janeiro, Brasil|10/25/2017 16:06:53|4
FabricioGemada|Só merece o meu amor Quem é Mulher de respeito :OK_hand::smiling_face_with_heart-eyes:|5|3|Rio de Janeiro, Brasil|10/25/2017 13:29:41|4
FabricioGemada|Convoca geral pra cá que a festa vai ser diferente, Sexo, transa, muita meczada e aquelas coisinhhas mais pra frente :musical_notes::smiling_face_with_heart-eyes: #CONTAGEMREGRESSIVA|6|6|Rio de Janeiro, Brasil|10/25/2017 13:27:14|4
FabricioGemada|To pique social|6|3|Rio de Janeiro, Brasil|10/25/2017 11:59:27|4
FabricioGemada|Vim bonitinho pro trabalho :OK_hand::smiling_face_with_heart-eyes:|5|2|Rio de Janeiro, Brasil|10/25/2017 11:59:05|4
FabricioGemada|Bom diaa|5|2|Rio de Janeiro, Brasil|10/25/2017 11:35:43|4
FabricioGemada|#OSSENNA. #OSSENNA. #OSSENNA. #OSSENNA.|4|3|Rio de Janeiro, Brasil|10/24/2017 23:26:42|3
FabricioGemada|Vai rola o churrasco dos Crias|5|3|Rio de Janeiro, Brasil|10/24/2017 22:50:29|3
FabricioGemada|Sai do trampo to  chegando em casa jaa|5|4|Rio de Janeiro, Brasil|10/24/2017 20:49:39|3
FabricioGemada|Ja tem 22 meninas na lista pra subir no Trio dos Senna :kissing_face::smiling_face_with_heart-eyes:|6|5|Rio de Janeiro, Brasil|10/24/2017 20:22:50|3
FabricioGemada|Aquele 1% é vagabundo Safado e elas gostam :smiling_face_with_horns::musical_notes:|5|3|Rio de Janeiro, Brasil|10/24/2017 17:59:23|3
FabricioGemada|Alguma menina que Subir no trio dos Senna dia 5 ? Mas informações me chama rs|5|2|Rio de Janeiro, Brasil|10/24/2017 16:41:45|3
